INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
41087;PINA;PINA;??;2;1974;24;Spain;R;78;185;5;5;6;A;53;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CMF;64;65;69;74;75;72;74;73;62;62;63;76;50;75;76;71;75;74;80;75;73;67;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4281;23;0;0;0;1;1;1;1;0;0;RCD MALLORCA;5;
41088;AMAT;AMAT;??;2;109;20;Spain;R;78;184;5;4;4;A;42;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;57;73;73;74;74;72;74;73;58;63;62;74;50;76;73;71;75;78;78;74;76;70;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4528;23;0;0;0;1;1;1;1;0;0;RAYO VALLECANO;6;
41090;MATILLA;MATILLA;??????;2;1636;24;Spain;R;72;176;4;5;5;A;48;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CMF;70;56;64;79;80;76;80;71;62;66;68;80;50;70;76;74;75;72;75;75;68;66;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4359;23;0;0;0;1;1;1;1;0;0;REAL BETIS;8;
41091;H. SERENO;SERENO;???? ????;2;0;27;Portugal;R;78;188;5;5;5;A;140;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;65;78;76;75;73;72;75;72;58;65;62;73;50;75;72;83;82;83;78;81;78;75;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Special;1;898;1;4973;19;1;0;0;1;1;1;1;0;0;FC PORTO;24;
41096;PORTILLO;PORTILLO;???????;2;2000;22;Spain;R;63;169;3;5;5;A;47;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;AMF;67;43;64;78;70;69;71;69;63;65;66;76;50;68;82;79;78;69;76;69;68;64;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4386;25;0;0;0;1;1;1;1;0;0;MÁLAGA CF;27;
41100;JUANMI;JUANMI;????;2;1289;19;Spain;R;63;170;3;5;5;B;3;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;SS;70;32;65;76;72;64;70;63;72;64;64;77;50;79;83;75;81;71;77;73;72;64;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4414;24;0;0;0;1;1;1;1;0;0;MÁLAGA CF;26;
41104;ECHAIDE;ECHAIDE;?????;2;707;24;Spain;L;78;179;4;5;6;A;42;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;LB;61;66;72;73;70;70;72;72;55;63;65;73;50;74;75;74;77;76;77;73;74;69;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4451;23;0;0;0;1;1;1;1;0;0;CA OSASUNA;12;
41106;OVIEDO;OVIEDO;????;2;0;22;Costa Rica;L;70;172;4;4;4;A;56;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;66;53;62;72;72;64;77;75;61;64;70;73;50;73;79;78;83;72;80;73;75;65;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4349;18;0;0;0;2;1;1;1;0;0;F.C. COPENHAGEN;19;
41111;CORK;CORK;???;2;0;23;England;R;69;183;5;6;5;B;3;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;CMF;66;70;75;74;75;75;72;72;60;63;63;74;50;75;74;75;75;79;83;78;79;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4351;27;0;0;0;1;1;1;1;0;0;SOTON;8;
41118;IBRAHIM;IBRAHIM;?????;2;1100;21;Norway;R;73;188;4;5;5;A;47;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;66;65;74;73;73;75;70;73;65;62;67;72;50;72;75;78;78;79;80;78;77;70;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4441;18;0;0;0;1;1;1;1;0;0;MAN BLUE;50;
41119;K. WALKER;K. WALKER;??? ?????;2;1390;22;England;R;73;178;5;5;4;B;59;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;74;67;75;75;72;75;75;78;59;73;73;74;50;75;80;82;88;81;88;84;81;70;76;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;4;1;Special;1;1638;1;5713;20;1;0;0;1;8;1;1;0;0;NORTH EAST LONDON;28;
41124;ALABA;ALABA;???;2;0;20;Austria;L;72;175;4;4;4;B;47;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;LMF;68;62;72;80;78;79;77;80;64;72;75;81;50;77;83;82;84;75;82;76;78;70;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;5;1;Special;1;1827;1;5902;2;1;0;1;1;1;1;1;0;0;FC BAYERN MÜNCHEN;27;ÁUSTRIA
41125;GEDO;GEDO;??;2;0;28;Egypt;R;75;182;6;6;6;B;201;3;0;0;0;0;0;0;0;1;0;1;0;0;1;1;AMF;78;55;74;76;74;72;70;71;85;69;65;78;50;86;73;78;76;72;76;79;75;75;78;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;3;1;Default;0;131;0;4322;24;0;0;0;1;1;1;1;0;0;;15;EGIPTO
41126;THIAGO;THIAGO;????;2;2346;21;Spain;R;71;172;5;6;4;B;34;4;0;0;0;0;0;1;1;0;1;1;0;0;0;0;CMF;75;63;76;85;84;82;83;79;69;78;79;86;50;76;83;78;76;73;79;79;82;70;80;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;4;1;Special;1;1779;1;5854;8;1;0;0;1;1;1;1;0;0;FC BARCELONA;11;
41130;ADDY;ADDY;???;2;29;22;Ghana;L;68;175;3;5;5;A;55;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;62;71;69;72;69;64;69;73;59;58;56;69;50;75;73;77;82;82;78;80;78;64;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;Special;1;370;1;4445;22;0;0;0;1;1;1;1;0;0;;17;GANA
41131;BADU;BADU;???;2;221;22;Ghana;R;70;173;5;5;5;A;56;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;65;70;68;76;73;70;73;70;65;78;76;76;50;75;78;70;81;75;83;82;81;72;72;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Special;1;362;1;4437;25;0;0;0;1;1;1;1;0;0;UDINESE CALCIO;7;GANA
41134;OBASI;OBASI;???;2;0;26;Nigeria;R;78;188;3;5;5;B;55;3;0;0;0;0;0;0;0;1;1;0;1;1;1;1;SS;74;34;75;80;72;73;70;71;73;66;67;80;50;80;79;84;83;76;77;84;81;65;68;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4430;11;0;0;0;2;1;1;1;0;0;SCHALKE04;19;
41135;MATIP;MATIP;????;2;1637;21;Cameroon;R;83;193;5;4;4;B;53;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;57;73;75;74;73;72;71;73;60;63;65;72;50;78;68;73;78;84;80;80;78;66;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Default;0;131;0;4320;23;0;0;1;1;1;1;1;0;0;SCHALKE04;32;CAMARÕES
41136;MANDJECK;MANDJECK;?????;2;1543;23;Cameroon;R;72;183;4;5;5;A;26;2;0;0;1;1;1;1;1;1;1;0;1;1;0;0;CMF;69;70;67;83;66;68;74;70;66;75;75;68;50;70;68;79;83;83;76;72;80;64;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;1;Default;0;131;0;4320;23;0;0;0;1;1;1;1;0;0;;20;CAMARÕES
41142;VICTOR;VICTOR;?????;2;2434;29;Brazil;L;84;193;5;3;3;A;92;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;80;50;50;55;55;60;60;45;45;45;50;80;84;60;50;64;85;56;78;73;73;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;271;1;4346;24;0;0;0;1;1;1;1;0;0;ATLÉTICO MINEIRO;83;
41143;BRKIC;BRKIC;?????;2;0;26;Serbia;R;93;196;5;3;3;A;71;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;83;40;52;53;56;58;64;40;40;40;53;83;85;67;50;65;88;60;77;77;72;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4434;18;0;0;0;1;1;1;1;0;0;UDINESE CALCIO;1;
41153;S. COATES;COATES;????;2;0;21;Uruguay;R;85;196;5;5;5;A;173;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;53;78;83;70;72;74;71;74;63;60;61;70;50;77;71;67;73;88;76;80;72;75;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;1018;1;5093;24;1;0;0;1;1;1;1;0;0;MERSEYSIDE RED;16;URUGUAI
41158;DESÁBATO;DESABATO;????;2;1423;33;Argentina;L;84;186;6;4;4;A;90;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;CB;53;75;85;64;65;68;65;75;53;63;65;65;50;72;65;62;68;88;73;81;78;80;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4310;22;0;0;0;1;1;1;1;0;0;;6;ARGENTINA
41160;F. FERNÁNDEZ;F. FERNANDEZ;????? ???????;2;828;23;Argentina;R;81;189;5;5;5;A;57;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;50;80;84;67;66;78;67;70;55;55;58;67;50;77;69;66;73;86;75;82;81;72;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;1875;1;5950;23;1;0;0;1;1;1;1;0;0;S.S.C. NAPOLI;21;ARGENTINA
41167;BRAÑA;BRANA;?????;2;2099;33;Argentina;R;69;167;7;5;5;A;90;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;63;78;68;70;71;73;72;72;63;60;60;75;50;85;78;70;73;75;88;75;72;85;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4492;19;0;0;0;1;1;1;1;0;0;;20;ARGENTINA
41174;ROJO;ROJO;??;2;1588;22;Argentina;L;82;187;4;4;4;A;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;58;72;78;72;71;77;71;75;61;63;65;73;50;74;75;73;77;82;77;80;77;65;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4262;6;0;0;0;1;1;1;1;0;0;;3;ARGENTINA
41186;MOACIR;MOACIR;????;2;1720;26;Brazil;R;70;184;5;5;5;A;62;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;DMF;67;67;70;73;70;71;71;72;65;63;62;72;50;71;75;81;84;78;77;79;74;76;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Default;0;131;0;4324;23;0;0;0;1;1;1;1;0;0;SPORT RECIFE;17;
41188;FELIPE;FELIPE;????;2;2604;28;Brazil;R;85;191;5;4;4;A;71;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;80;47;46;53;57;53;64;45;50;59;52;81;85;73;54;70;84;58;83;84;75;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Default;0;131;0;4322;19;0;0;0;1;1;1;1;0;0;CR FLAMENGO;1;
41189;DANILO F.;DANILO;???? ???????;2;564;24;Brazil;R;84;189;3;5;5;A;58;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;73;43;53;58;51;56;55;48;46;46;57;74;80;66;53;66;80;58;78;77;64;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4405;18;0;0;0;1;1;1;1;0;0;SC CORINTHIANS;22;
41192;CHICÃO;CHICAO;???;2;468;31;Brazil;R;81;181;6;5;5;A;96;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;62;76;76;74;77;73;74;77;71;80;81;78;50;77;74;72;78;79;75;79;85;78;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4387;23;0;0;0;1;1;1;1;0;0;SC CORINTHIANS;3;
41195;ELIAS;ELIAS;????;2;743;27;Brazil;R;65;173;6;5;5;A;52;4;0;0;0;0;0;1;1;1;1;1;0;0;0;0;CMF;78;70;71;80;82;78;76;78;83;72;73;80;50;86;78;79;76;72;84;78;74;74;82;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;3;4;1;Special;1;1977;1;6052;24;1;0;0;1;1;1;1;0;0;SPORTING;77;BRASIL
41197;BOQUITA;BOQUITA;????;2;0;22;Brazil;R;73;179;4;5;5;A;26;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;67;57;62;78;80;72;76;71;69;73;74;80;50;66;73;71;73;74;77;77;73;65;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4433;18;0;0;0;1;1;1;1;0;0;PORTUGUESA;18;
41198;JORGE HENRIQUE;JORGE HENRIQUE;???? ????;2;1244;30;Brazil;R;69;169;5;5;5;A;48;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;SS;74;48;69;82;74;70;73;73;74;68;68;78;50;75;83;82;80;73;76;74;75;69;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4441;18;0;0;0;1;1;1;1;0;0;SC CORINTHIANS;23;
41200;DODÔ;DODO;??;2;0;20;Brazil;L;69;177;4;4;4;A;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;67;59;66;82;73;70;74;72;62;70;79;78;50;72;81;83;83;73;78;77;76;65;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4399;5;0;0;0;1;1;1;1;0;0;A.S. ROMA;27;
41201;RALF;RALF;????;2;2031;28;Brazil;R;73;180;5;5;5;A;42;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;59;71;72;73;74;75;77;75;62;64;67;76;50;77;74;76;76;79;82;81;82;78;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;4;1;Special;1;1973;1;6048;23;1;0;0;1;1;1;1;0;0;SC CORINTHIANS;5;
41204;RAFAEL;RAFAEL;?????;2;0;23;Brazil;L;81;192;5;4;4;A;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;78;45;51;54;58;59;67;41;44;44;56;76;81;70;51;69;80;60;86;81;74;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4514;20;0;0;0;1;1;1;1;0;0;CRUZEIRO;12;
41205;DIEGO RENAN;DIEGO RENAN;??? ???;2;0;22;Brazil;R;71;172;5;6;6;A;3;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;LB;68;63;68;79;73;69;76;76;68;60;66;76;50;71;78;79;78;70;83;75;75;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4359;24;0;0;0;1;1;1;1;0;0;CRUZEIRO;16;
41206;JONATHAN;JONATHAN;?????;2;2616;26;Brazil;R;72;170;4;5;5;A;3;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;RB;71;66;67;81;76;75;74;78;67;60;65;79;50;76;79;82;82;78;84;82;77;75;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Special;1;1074;1;5149;22;1;0;0;1;1;1;1;0;0;INTER;42;
41208;LEONARDO SILVA;LEONARDO SILVA;????? ????;2;0;33;Brazil;R;80;192;5;5;5;A;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;51;79;80;66;70;69;68;67;58;62;58;69;50;78;69;65;69;83;76;77;80;73;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4394;21;0;0;0;1;1;1;1;0;0;ATLÉTICO MINEIRO;3;
41209;THIAGO HELENO;THIAGO HELENO;??? ????;2;0;24;Brazil;R;84;185;5;5;5;A;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;76;79;69;66;73;68;69;63;60;65;71;50;78;68;69;73;80;78;78;82;77;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4216;23;0;0;0;1;1;1;1;0;0;PALMEIRAS;4;
41211;ELICARLOS;ELICARLOS;??????;2;0;27;Brazil;R;73;176;4;5;5;A;48;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;DMF;62;67;74;74;68;71;73;68;67;60;64;72;50;73;74;76;74;72;77;75;78;72;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Default;0;131;0;4433;19;0;0;0;1;1;1;1;0;0;NÁUTICO;5;
41212;BERNARDO;BERNARDO;?????;2;289;22;Brazil;R;70;177;4;5;5;A;74;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;72;49;63;80;81;79;80;78;70;76;78;79;50;70;77;78;75;63;73;81;69;72;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4519;18;0;0;0;1;1;1;1;0;0;SANTOS FC;20;
41215;WELLINGTON P.;WELLINGTON P.;?????? ?????;2;0;29;Brazil;R;73;180;5;5;5;A;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;78;35;77;79;69;69;66;68;77;63;60;79;50;74;80;77;79;81;75;79;78;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;Default;0;131;0;4213;18;0;0;0;1;1;1;1;0;0;CRUZEIRO;9;
41220;GIL;GIL;??;2;950;25;Brazil;R;84;188;5;5;5;A;26;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;53;78;79;67;68;65;67;66;55;50;50;70;50;79;66;63;74;88;73;82;75;68;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Default;0;131;0;4394;26;0;0;0;1;1;1;1;0;0;VALENCIENNES FC;4;
41221;MARCOS;MARCOS;????;2;0;23;Brazil;R;68;177;5;5;5;A;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RB;66;63;65;73;72;72;76;74;68;67;71;77;50;72;76;79;81;72;79;77;74;77;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4386;27;0;0;0;1;1;1;1;0;0;ATLÉTICO GOIANIENSE;2;
41224;ORIÓN;ORION;????;2;51;31;Argentina;R;83;190;5;3;3;A;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;80;45;53;55;59;60;65;46;43;41;53;79;81;69;50;68;82;60;80;73;73;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4445;23;0;0;0;1;1;1;4;0;0;;12;ARGENTINA
41227;DÊNIS;DENIS;???;2;0;25;Brazil;R;86;188;5;5;5;A;54;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;75;40;51;50;53;55;60;40;40;40;51;78;81;65;48;68;84;63;79;79;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4317;18;0;0;0;1;1;1;1;0;0;SÃO PAULO;22;
