INDEX;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
44760;2;0;21;Morocco;L;67;172;4;4;4;A;3;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;AMF;69;48;66;75;76;71;75;72;70;73;75;78;50;70;76;74;73;73;75;76;71;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4324;20;0;0;0;1;1;1;1;0;0;FC UTRECHT;20;
44761;2;0;22;Ecuador;R;69;176;4;5;5;A;58;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;RWF;71;52;66;82;73;70;74;78;65;66;68;78;50;71;81;80;85;73;75;76;75;64;67;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4325;26;0;0;0;1;1;1;1;0;0;VITESSE;30;
44762;2;0;20;Estonia;R;84;186;5;4;4;A;42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;72;48;54;61;64;60;65;43;45;44;53;76;80;65;51;66;82;58;83;77;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4364;18;0;0;0;1;1;1;1;0;0;VITESSE;21;
44766;2;0;20;Netherlands;R;86;187;4;5;5;A;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;LWF;70;35;71;79;71;74;72;79;71;63;60;76;50;73;77;84;83;85;74;83;73;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4415;26;0;0;0;1;1;1;1;0;0;VVV-VENLO;30;
44767;2;0;20;Italy;R;73;183;4;5;5;A;42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;71;40;53;54;55;54;51;40;40;40;52;73;77;69;52;66;79;55;78;77;66;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4372;19;0;0;0;1;1;1;1;0;0;A.C. CHIEVO VERONA;1;
44770;2;0;20;Greece;R;79;191;4;5;5;A;54;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;73;35;78;70;66;63;64;68;75;62;60;71;50;80;66;66;70;80;70;77;73;64;67;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4414;24;0;0;0;1;1;1;1;0;0;MERSEYSIDE BLUE;27;
44771;2;1665;20;England;R;66;175;3;6;5;A;56;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;68;38;65;73;71;66;67;67;69;62;62;73;50;80;84;75;82;68;74;69;74;62;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4427;25;0;0;0;1;1;1;1;0;0;MERSEYSIDE BLUE;43;
44776;2;0;19;Serbia;L;80;187;5;4;4;A;122;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;56;79;79;73;73;72;72;71;61;60;64;73;50;78;72;70;76;82;80;77;80;72;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4513;28;0;0;0;1;1;1;1;0;0;ACF FIORENTINA;15;
44777;2;0;26;Greece;R;73;180;5;4;4;A;58;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;63;65;73;73;71;70;72;73;63;63;64;73;50;77;73;76;80;77;82;72;75;68;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4372;20;0;0;0;1;1;1;1;0;0;AEK ATHENS FC;2;
44778;2;0;23;Iceland;R;82;190;4;4;4;B;58;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;53;68;74;66;65;66;66;68;61;62;61;67;50;74;71;67;73;82;76;73;72;68;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4364;23;0;0;0;1;1;1;1;0;0;AEK ATHENS FC;3;
44779;2;0;19;Greece;L;77;190;3;4;4;A;58;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;52;66;80;67;68;65;67;69;56;61;62;67;50;71;67;66;71;81;73;72;82;63;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4364;25;0;0;0;1;1;1;1;0;0;AEK ATHENS FC;47;
44780;2;0;20;Belgium;R;70;177;4;5;5;A;58;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;LMF;69;48;72;79;78;75;77;75;65;72;70;76;50;79;78;81;83;76;80;72;73;67;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;2;1;Default;0;131;0;4372;23;0;0;0;1;1;1;1;0;0;LOSC LILLE;28;
44781;2;0;26;Greece;R;66;171;4;4;4;A;3;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;LWF;67;48;70;74;67;66;66;67;68;63;62;72;50;75;83;80;79;73;82;75;72;72;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4213;26;0;0;0;2;1;1;1;0;0;AEK ATHENS FC;11;
44783;2;0;23;Bosnia and Herzegovina;R;78;182;5;5;5;B;3;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;AMF;72;52;72;82;80;74;79;74;70;72;73;80;50;72;75;73;74;77;77;76;73;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4372;26;0;0;0;1;1;1;1;0;0;NK DINAMO ZAGREB;20;
44785;2;0;29;Bosnia and Herzegovina;L;87;196;4;4;4;B;52;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;74;49;77;75;71;67;65;66;74;63;62;75;50;74;70;74;77;85;82;77;79;75;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4317;18;0;0;0;1;1;1;1;0;0;NK DINAMO ZAGREB;99;
44790;2;0;23;Austria;R;74;172;5;5;5;A;58;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;LB;63;60;72;72;71;70;72;72;62;62;63;72;50;72;79;76;77;75;82;70;75;65;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4385;21;0;0;0;1;1;1;1;0;0;BESIKTAS JK;66;
44791;2;0;24;Turkey;R;78;182;4;6;6;A;58;2;0;0;0;0;0;0;0;1;1;0;1;1;1;1;CF;74;36;82;77;75;71;73;72;76;65;64;77;50;77;75;77;82;78;79;78;83;70;78;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;1;Special;1;785;1;4860;18;1;0;0;1;1;1;1;0;0;BESIKTAS JK;11;
44792;2;0;26;Turkey;R;78;188;4;5;4;A;58;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;68;37;73;73;67;65;65;66;70;73;65;73;50;72;68;75;77;81;77;78;76;65;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4339;18;0;0;0;1;1;1;1;0;0;BESIKTAS JK;19;
44793;2;0;21;Italy;R;78;180;4;5;5;A;42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;72;40;54;58;51;52;64;40;40;40;51;75;78;66;59;69;80;56;73;79;75;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4516;23;0;0;0;1;1;1;1;0;0;CAGLIARI CALCIO;12;
44803;2;0;20;Italy;R;85;195;4;5;5;A;53;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;74;40;51;63;51;51;63;40;40;40;52;75;76;67;57;65;83;55;78;77;66;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4402;27;0;0;0;1;1;1;1;0;0;PARMA F.C.;92;
44807;2;0;23;Poland;R;80;183;4;5;5;A;53;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;65;49;71;73;72;70;71;70;64;66;69;75;50;73;73;73;73;77;78;77;78;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4459;25;0;0;0;1;1;1;1;0;0;WISLA KRAKÓW SA;45;
44810;2;0;31;Philippines;R;83;182;5;5;5;A;3;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;AMF;66;61;74;75;75;67;75;73;65;60;65;76;50;73;73;72;75;76;80;74;75;69;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4318;0;0;0;0;1;1;1;1;0;0;ADO DEN HAAG;16;
44814;2;0;20;Netherlands;R;79;192;3;5;5;A;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;70;35;75;74;66;69;65;68;71;58;62;72;50;74;73;71;77;81;73;77;74;65;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4451;21;0;0;0;1;1;1;1;0;0;ADO DEN HAAG;19;
44817;2;0;20;Netherlands;R;69;172;4;5;5;A;193;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;RWF;68;37;63;77;71;70;71;74;69;60;65;74;50;71;82;80;80;69;73;70;70;63;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4418;19;0;0;0;1;1;1;1;0;0;ADO DEN HAAG;17;
44818;2;0;19;Netherlands;R;80;180;3;5;5;A;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CMF;62;64;68;71;71;74;73;73;63;60;60;74;50;75;74;73;74;73;77;74;74;63;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4534;25;0;0;0;1;1;1;1;0;0;ADO DEN HAAG;28;
44820;2;0;25;Netherlands;R;67;178;4;5;5;A;72;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;AMF;75;44;70;74;74;68;71;68;77;63;60;75;50;81;75;74;74;72;77;73;74;65;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4432;26;0;0;0;1;1;1;1;0;0;FC GRONINGEN;21;
44822;2;0;24;Belgium;R;63;176;5;5;4;A;42;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;68;65;63;79;75;72;78;72;66;75;71;78;50;75;81;78;77;73;78;71;69;69;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4316;19;0;0;0;2;1;1;1;0;0;SC HEERENVEEN;10;
44824;2;0;20;Netherlands;R;73;177;4;5;5;A;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;RB;55;66;71;68;66;67;65;69;60;58;62;70;50;77;74;70;75;77;78;73;76;65;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4300;21;0;0;0;1;1;1;1;0;0;SC HEERENVEEN;17;
44825;2;0;19;Austria;R;70;174;4;6;5;A;54;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;64;62;71;71;76;71;70;67;67;63;57;76;50;73;77;72;75;69;76;78;77;72;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4532;19;0;0;0;1;1;1;1;0;0;SC HEERENVEEN;21;
44828;2;0;19;Georgia;R;74;183;3;5;4;A;3;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;SS;67;35;63;81;69;66;71;75;64;68;70;79;50;65;78;75;76;72;73;77;75;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4540;19;0;0;0;1;1;1;1;0;0;VITESSE;18;
44833;2;0;22;South Africa;R;68;170;4;5;5;A;90;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;66;42;63;85;77;70;74;69;71;65;67;82;50;68;85;78;80;72;73;73;71;62;64;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4210;7;0;0;0;1;1;1;1;0;0;AJAX;25;ÁFRICA DO SUL
44834;2;0;21;Netherlands;R;70;180;4;5;5;A;8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;54;71;73;71;72;70;73;75;62;59;56;71;50;73;72;70;77;76;73;75;75;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4458;19;0;0;0;1;1;1;1;0;0;AJAX;24;
44835;2;0;20;Netherlands;L;75;182;4;4;4;A;52;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;58;68;74;74;78;75;80;71;65;66;67;75;50;73;75;72;77;76;75;78;76;68;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4317;18;0;0;0;1;1;1;1;0;0;AJAX;26;
44836;2;0;19;Belgium;L;70;180;4;4;4;A;13;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;LMF;69;46;71;72;68;65;74;73;63;68;66;73;50;74;74;80;81;67;75;73;76;67;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4337;5;0;0;0;1;1;1;1;0;0;AJAX;29;
44837;2;0;22;Netherlands;R;72;180;4;5;5;A;52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RB;59;66;71;68;67;69;68;72;57;58;60;69;50;71;75;72;80;77;78;73;80;66;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4372;18;0;0;0;1;1;1;1;0;0;FC GRONINGEN;2;
44838;2;0;21;Netherlands;L;64;170;3;4;4;A;3;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;66;59;64;76;67;68;76;75;61;62;65;73;50;68;82;80;81;69;79;74;79;62;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;5;1;Default;0;131;0;4207;0;0;0;0;1;1;1;1;0;0;FC GRONINGEN;18;
44839;2;0;21;Uruguay;L;68;174;4;4;4;A;48;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;SS;68;40;66;82;75;70;77;76;73;72;72;80;50;71;80;78;78;70;75;75;75;69;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4504;21;0;0;0;1;1;1;1;0;0;FC GRONINGEN;12;
44840;2;0;21;Netherlands;R;92;193;4;5;5;A;8;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;56;68;77;69;71;75;73;75;61;73;70;72;50;73;71;71;75;88;74;85;72;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4384;18;0;0;0;1;8;1;1;0;0;FC GRONINGEN;4;
44842;2;0;20;Germany;R;69;174;4;5;5;A;52;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;66;37;65;80;70;71;78;75;74;69;68;74;50;73;78;73;75;74;73;73;76;65;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4316;27;0;0;0;1;1;1;1;0;0;FC GRONINGEN;33;
44843;2;0;20;Netherlands;R;72;176;4;5;5;A;42;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;67;41;62;79;78;66;70;74;69;73;66;79;50;70;76;70;77;66;78;72;71;63;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4499;20;0;0;0;1;1;1;1;0;0;FC GRONINGEN;39;
44844;2;0;20;Netherlands;R;76;189;4;5;5;A;90;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;53;71;74;72;67;71;69;67;59;50;50;74;50;71;78;71;75;77;75;73;80;68;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4364;19;0;0;0;1;1;1;1;0;0;FC GRONINGEN;34;
44845;2;0;20;Netherlands;R;81;187;4;4;4;A;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;73;47;50;56;52;51;58;45;42;46;54;70;79;66;54;66;75;59;76;76;75;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4511;21;0;0;0;1;1;1;1;0;0;HERACLES ALMELO;25;
44846;2;0;19;Netherlands;R;71;172;3;5;5;A;42;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;RMF;63;41;65;75;73;66;72;69;68;61;64;74;50;73;81;76;77;67;75;70;74;62;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4499;20;0;0;0;1;1;1;1;0;0;FC GRONINGEN;27;
44847;2;0;23;Curacao;R;72;185;4;5;5;A;90;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;RB;62;58;71;72;67;69;70;65;63;64;60;70;50;68;76;68;80;77;75;68;71;70;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;1;Default;0;131;0;4394;20;0;0;0;1;1;1;1;0;0;RKC WAALWIJK;12;
44849;2;0;20;Netherlands;L;75;179;4;4;4;A;90;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;AMF;70;44;65;80;79;75;77;76;71;74;74;82;50;71;78;76;77;73;75;76;73;64;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4492;4;0;0;0;1;1;1;1;0;0;AZ;22;
44852;2;1327;19;Brazil;L;71;175;3;5;6;A;53;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;SS;68;36;66;86;73;71;78;75;75;81;82;79;50;72;72;85;78;73;73;72;72;64;62;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;Default;0;131;0;4394;23;0;0;0;2;1;1;1;0;0;FC PORTO;33;
44853;2;0;17;Angola;R;74;184;4;4;4;A;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;67;55;52;51;50;53;56;45;45;45;52;73;81;64;50;66;81;52;74;71;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;1;Default;0;131;0;4212;18;0;0;0;1;1;1;1;0;0;FC PORTO;41;
44854;2;0;20;Portugal;R;67;176;4;6;6;A;26;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RB;68;62;69;79;75;70;74;75;62;68;64;75;50;78;73;76;74;75;82;76;76;66;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;Default;0;131;0;4488;25;0;0;0;1;1;1;1;0;0;FC PORTO;28;
44855;2;0;20;Ghana;L;68;172;3;4;5;A;52;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;LWF;68;43;66;76;78;73;76;78;70;78;79;70;50;75;86;86;92;73;77;76;77;67;69;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4394;24;0;0;0;1;1;1;1;0;0;FC PORTO;34;
44856;2;2081;25;Argentina;R;75;176;4;6;6;A;3;2;0;0;0;0;0;1;0;1;1;0;0;0;0;0;DMF;67;76;72;82;78;76;81;79;70;75;72;78;50;85;80;72;78;75;83;78;78;78;82;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4532;25;0;0;0;1;1;1;1;0;0;SPORTING;21;
